Bairros SP;Bairros Fortaleza;Bairros RJ;Causa Afastamento 1;Causa Afastamento 2;Causa Afastamento 3;Motivo Desligamento;CBO Ocupação 2002;CNAE 2.0 Classe;CNAE 95 Classe;Distritos SP;Vínculo Ativo 31/12;Faixa Etária;Faixa Hora Contrat;Faixa Remun Dezem (SM);Faixa Remun Média (SM);Faixa Tempo Emprego;Escolaridade após 2005;Qtd Hora Contr;Idade;Ind CEI Vinculado;Ind Simples;Mês Admissão;Mês Desligamento;Mun Trab;Município;Nacionalidade;Natureza Jurídica;Ind Portador Defic;Qtd Dias Afastamento;Raça Cor;Regiões Adm DF;Vl Remun Dezembro Nom;Vl Remun Dezembro (SM);Vl Remun Média Nom;Vl Remun Média (SM);CNAE 2.0 Subclasse;Sexo Trabalhador;Tamanho Estabelecimento;Tempo Emprego;Tipo Admissão;Tipo Estab;Tipo Estab;Tipo Defic;Tipo Vínculo;IBGE Subsetor;Vl Rem Janeiro SC;Vl Rem Fevereiro SC;Vl Rem Março SC;Vl Rem Abril SC;Vl Rem Maio SC;Vl Rem Junho SC;Vl Rem Julho SC;Vl Rem Agosto SC;Vl Rem Setembro SC;Vl Rem Outubro SC;Vl Rem Novembro SC;Ano Chegada Brasil;Ind Trab Intermitente;Ind Trab Parcial
                9997;                9997;                9997;99;99;99;21;784205;47725;52418;                9997;0;06;06;99;01;01;                  07;  44;  45;0;1;04;06;291840;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001294,34;000000,92;4772500;                  02;02;     2,0;02;01;CNPJ                ;00;60;16;         n/d;         n/d;         n/d;000001176,67;000001412,00;000000329,47;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;351405;69125;74110;                9997;0;03;06;99;01;01;                  07;  44;  20;0;0;07;09;220640;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001412,00;000001,00;6912500;                  02;01;     2,1;02;05;CAEPF               ;00;65;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000235,33;000001412,00;000001412,00;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;351405;69125;74110;                9997;0;03;06;99;01;01;                  07;  44;  22;0;0;07;09;220640;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001412,00;000001,00;6912500;                  02;01;     2,0;02;05;CAEPF               ;00;65;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000047,07;000001412,00;000001412,00;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;422110;86305;85138;                9997;0;03;06;02;01;01;                  07;  44;  19;0;0;10;12;311910;999999;10;9999;0;   0;08;9997;0000001412,00;000001,00;0000001364,93;000000,97;8630505;                  02;01;     2,9;02;05;CAEPF               ;00;15;22;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001270,80;000001412,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;354125;45307;50300;                9997;0;05;06;99;03;03;                  07;  44;  32;0;0;00;08;355030;999999;10;2054;0;   0;02;9997;0000000000,00;000000,00;0000002400,00;000001,69;4530701;                  02;03;     7,6;00;01;CNPJ                ;00;10;16;000002400,00;000002400,00;000002400,00;000002400,00;000002400,00;000002400,00;000002400,00;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;413115;45307;50300;                9997;0;05;06;99;03;03;                  07;  44;  39;0;0;00;08;355030;999999;10;2054;0;   0;02;9997;0000000000,00;000000,00;0000002806,23;000001,98;4530701;                  02;03;     7,6;00;01;CNPJ                ;00;10;16;000002595,98;000002730,00;000002653,31;000002730,00;000002665,84;000003053,16;000003215,33;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;141615;45307;50300;                9997;0;06;06;99;03;02;                  07;  44;  40;0;0;00;05;355030;999999;10;2054;0;   0;02;9997;0000000000,00;000000,00;0000002625,00;000001,85;4530701;                  02;03;     4,6;00;01;CNPJ                ;00;10;16;000002625,00;000002625,00;000002625,00;000002625,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;623115;01512;00999;                9997;0;05;06;02;02;01;                  07;  44;  35;0;0;10;12;421490;999999;10;9999;0;   0;02;9997;0000001177,98;000000,83;0000001467,99;000001,04;0151202;                  02;01;     2,7;02;05;CAEPF               ;00;15;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001613,00;000001613,00;1198;0;0
                9997;                9997;                9997;99;99;99;21;121005;42120;45233;                9997;0;06;06;99;11;01;                  07;  44;  46;0;0;04;05;330455;999999;10;2054;0;   0;08;9997;0000000000,00;000000,00;0000038668,06;000027,38;4212000;                  02;09;     1,3;04;01;CNPJ                ;00;10;15;         n/d;         n/d;         n/d;000076170,42;000020824,98;000019008,77;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;513205;56112;55212;                9997;0;05;06;05;02;02;                  07;  44;  39;0;1;08;12;431560;999999;10;2135;0;   0;02;9997;0000003598,40;000002,54;0000002069,08;000001,46;5611201;                  02;02;     4,8;02;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001557,00;000001730,00;000001730,00;000001730,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;521130;47717;52418;                9997;0;05;06;99;02;02;                  07;  44;  31;0;1;02;06;150080;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001413,43;000001,00;4771701;                  02;01;     4,9;02;01;CNPJ                ;00;10;16;         n/d;000001412,00;000001446,65;000001478,64;000001412,00;000001317,86;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;47890;52493;                9997;0;03;06;99;02;01;                  07;  44;  19;0;1;06;08;411460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001430,16;000001,01;4789001;                  02;02;     2,4;02;01;CNPJ                ;00;60;16;         n/d;         n/d;         n/d;         n/d;         n/d;000001136,40;000001816,39;000001337,70;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;47890;52493;                9997;0;04;06;99;02;03;                  07;  44;  26;0;1;02;08;411460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001909,27;000001,35;4789001;                  02;02;     6,6;02;01;CNPJ                ;00;10;16;         n/d;         n/d;000001719,30;000001802,93;000001994,87;000002025,50;000001941,76;000001971,27;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;47890;52493;                9997;0;05;06;99;01;01;                  07;  44;  33;0;1;09;10;411460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000000993,21;000000,70;4789001;                  02;02;     1,2;02;01;CNPJ                ;00;60;16;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001390,04;000000596,37;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;521110;47890;52493;                9997;0;04;06;99;01;01;                  07;  44;  28;0;1;02;03;411460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001192,74;000000,84;4789001;                  02;02;     0,8;02;01;CNPJ                ;00;60;16;         n/d;000001192,74;000000216,86;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;47890;52493;                9997;0;04;06;99;01;01;                  07;  44;  25;0;1;03;04;411460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001253,74;000000,88;4789001;                  02;02;     0,9;02;01;CNPJ                ;00;60;16;         n/d;         n/d;000000278,56;000001253,74;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;331110;85121;80144;                9997;0;05;06;99;02;04;                  07;  44;  30;0;1;00;05;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001426,12;000001,01;8512100;                  02;01;    21,1;00;01;CNPJ                ;00;10;23;000001426,12;000001426,12;000001426,12;000001426,12;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;231105;85121;80144;                9997;0;05;06;99;01;06;                  07;  44;  38;0;1;00;06;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001337,95;000000,95;8512100;                  02;01;    56,8;00;01;CNPJ                ;00;10;23;000001468,48;000001468,48;000001468,48;000001468,48;000001468,48;000000685,29;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;514320;85121;80144;                9997;0;05;06;99;01;04;                  07;  44;  30;0;1;00;06;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001286,49;000000,91;8512100;                  02;01;    14,5;00;01;CNPJ                ;00;10;23;000001412,00;000001412,00;000001412,00;000001412,00;000001412,00;000000658,93;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;231105;85121;80144;                9997;0;07;06;99;01;06;                  07;  44;  55;0;1;00;06;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001337,95;000000,95;8512100;                  02;01;    56,8;00;01;CNPJ                ;00;10;23;000001468,48;000001468,48;000001468,48;000001468,48;000001468,48;000000685,29;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;514320;85121;80144;                9997;0;06;06;99;01;05;                  07;  44;  46;0;1;00;06;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001299,35;000000,92;8512100;                  02;01;    25,6;00;01;CNPJ                ;00;10;23;000001426,12;000001426,12;000001426,12;000001426,12;000001426,12;000000665,52;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;331110;85121;80144;                9997;0;06;06;99;01;04;                  07;  44;  46;0;1;00;06;280030;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001299,35;000000,92;8512100;                  02;01;    21,5;00;01;CNPJ                ;00;10;23;000001426,12;000001426,12;000001426,12;000001426,12;000001426,12;000000665,52;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;351405;69125;74110;                9997;0;04;06;99;04;01;                  07;  41;  25;0;0;08;10;355030;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000003017,01;000002,13;6912500;                  02;06;     2,1;02;05;CAEPF               ;00;65;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000003171,80;000004018,69;000001860,55;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;351405;69125;74110;                9997;0;05;06;99;03;01;                  07;  41;  31;0;0;08;08;355030;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000002242,50;000001,58;6912500;                  02;06;     0,7;02;05;CAEPF               ;00;65;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002242,50;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;421125;96025;93025;                9997;0;03;06;99;02;04;                  07;  44;  22;0;1;00;06;420910;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000002018,75;000001,43;9602501;                  02;01;    14,1;00;01;CNPJ                ;00;10;21;000002307,14;000002307,14;000002307,14;000002307,14;000002307,14;000000576,78;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;623215;01113;00999;                9997;0;04;06;02;01;01;                  07;  44;  28;0;0;10;12;420860;999999;10;9999;0;   0;02;9997;0000000708,95;000000,50;0000001183,65;000000,84;0111302;                  02;02;     2,0;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000947,33;000001894,66;1198;0;0
                9997;                9997;                9997;99;99;99;21;513505;56112;55212;                9997;0;06;06;99;01;01;                  07;  44;  45;0;1;04;04;260450;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000000877,15;000000,62;5611201;                  02;04;     1,0;04;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;000000877,15;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;513505;56112;55212;                9997;0;05;06;99;01;01;                  07;  44;  37;0;1;08;11;260450;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001202,02;000000,85;5611201;                  02;04;     2,8;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000682,23;000001461,92;000001461,92;000000000,00;1198;0;0
                9997;                9997;                9997;99;99;99;12;422110;86305;85138;                9997;0;06;06;99;01;01;                  07;  44;  47;0;0;10;11;510340;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001307,10;000000,92;8630503;                  02;02;     1,4;02;05;CAEPF               ;00;65;22;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001782,40;000000831,79;1198;0;0
                9997;                9997;                9997;50;99;99;11;422105;86305;85138;                9997;0;06;06;99;01;06;                  07;  44;  43;0;1;00;11;150080;999999;10;2135;0; 154;08;9997;0000000000,00;000000,00;0000001119,55;000000,79;8630502;                  02;03;    58,1;00;01;CNPJ                ;00;10;22;         n/d;         n/d;         n/d;000000486,66;         n/d;000001412,00;000001460,00;         n/d;         n/d;000000188,26;000000169,40;1198;0;0
                9997;                9997;                9997;99;99;99;21;514120;94910;91910;                9997;0;06;06;99;01;03;                  07;  44;  42;0;0;00;06;110012;999999;10;3999;0;   0;02;9997;0000000000,00;000000,00;0000001286,49;000000,91;9491000;                  02;02;     9,8;00;01;CNPJ                ;00;10;21;000001412,00;000001412,00;000001412,00;000001412,00;000001412,00;000000658,93;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;521110;82113;74993;                9997;0;06;06;99;02;01;                  07;  44;  41;0;1;09;10;421870;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001567,50;000001,11;8211300;                  02;03;     1,0;02;01;CNPJ                ;00;60;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000495,09;000002639,90;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;60;521110;82113;74993;                9997;0;06;06;99;02;02;                  07;  44;  43;0;1;05;09;420750;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001951,53;000001,38;8211300;                  02;03;     3,9;02;01;CNPJ                ;00;10;19;         n/d;         n/d;         n/d;         n/d;000001103,68;000002565,60;000002502,07;000002426,24;000001160,08;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;82113;74993;                9997;0;04;06;99;03;02;                  07;  44;  28;0;1;08;11;420460;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000002309,67;000001,63;8211300;                  02;03;     3,4;02;01;CNPJ                ;00;10;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002601,55;000002535,27;000003417,25;000000684,62;1198;0;0
                9997;                9997;                9997;40;40;40;11;421125;82113;74993;                9997;0;05;06;99;03;02;                  07;  44;  39;0;1;00;04;421870;999999;10;2062;0;  11;02;9997;0000000000,00;000000,00;0000002484,77;000001,76;8211300;                  02;03;     4,7;00;01;CNPJ                ;00;10;19;000002734,65;000002283,75;000002811,43;000002109,26;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;40;99;99;12;421125;82113;74993;                9997;0;03;06;99;02;01;                  07;  44;  23;0;1;00;01;430510;999999;10;2062;0;   1;02;9997;0000000000,00;000000,00;0000001457,28;000001,03;8211300;                  02;03;     2,9;00;01;CNPJ                ;00;60;19;000001457,28;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;421125;82113;74993;                9997;0;06;06;03;02;01;                  07;  44;  46;0;1;12;12;421870;999999;10;2062;0;   0;02;9997;0000001979,97;000001,40;0000001979,97;000001,40;8211300;                  02;03;     0,8;02;01;CNPJ                ;00;60;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521110;82113;74993;                9997;0;03;06;99;03;01;                  07;  44;  18;0;1;02;04;420460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000002487,37;000001,76;8211300;                  02;03;     2,0;02;01;CNPJ                ;00;10;19;         n/d;000002427,56;000002547,17;000000000,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;40;99;99;21;521110;82113;74993;                9997;0;03;06;99;03;01;                  07;  44;  20;0;1;07;09;420460;999999;10;2062;0;   2;02;9997;0000000000,00;000000,00;0000002343,81;000001,66;8211300;                  02;03;     2,8;02;01;CNPJ                ;00;10;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002885,76;000001801,86;000000000,00;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;421125;82113;74993;                9997;0;03;06;99;02;02;                  07;  44;  23;0;1;07;10;420460;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000001753,40;000001,24;8211300;                  02;03;     3,2;02;01;CNPJ                ;00;10;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000002048,55;000002032,66;000002271,11;000000661,29;         n/d;1198;0;0
                9997;                9997;                9997;40;40;99;11;421125;82113;74993;                9997;0;03;06;99;03;03;                  07;  44;  22;0;1;00;10;421870;999999;10;2062;0;   3;02;9997;0000000000,00;000000,00;0000002491,41;000001,76;8211300;                  02;03;    10,6;00;01;CNPJ                ;00;10;19;000002496,53;000002438,80;000002630,98;000002501,19;000002708,24;000002438,80;000002486,98;000002460,95;000002886,31;000001865,29;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;421125;82113;74993;                9997;0;03;06;99;00;01;                  07;  44;  24;0;1;01;02;420460;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000000631,03;000000,44;8211300;                  02;03;     0,7;02;01;CNPJ                ;00;60;19;000000413,22;000000631,03;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;421125;82113;74993;                9997;0;04;06;99;00;01;                  07;  44;  28;0;1;02;03;420195;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000000620,66;000000,43;8211300;                  02;03;     0,9;02;01;CNPJ                ;00;60;19;         n/d;000000620,66;000000062,58;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;411005;69117;74110;                9997;0;06;06;99;02;01;                  07;  44;  45;0;0;10;10;330455;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001703,60;000001,20;6911701;                  02;01;     1,0;02;05;CAEPF               ;00;65;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001703,60;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;621005;01199;00999;                9997;0;06;06;99;02;01;                  07;  44;  42;0;0;10;12;354300;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000001630,00;000001,15;0119999;                  02;03;     2,1;02;05;CAEPF               ;00;25;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001590,00;000001670,00;1198;0;0
                9997;                9997;                9997;99;99;99;12;513435;56112;55220;                9997;0;03;06;99;02;01;                  07;  41;  20;0;1;01;03;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001560,00;000001,10;5611203;                  02;03;     2,9;02;01;CNPJ                ;00;10;21;000001560,00;000001560,00;000001560,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;513435;56112;55220;                9997;0;03;06;99;01;02;                  07;  41;  24;0;1;01;04;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001313,00;000000,93;5611203;                  02;03;     3,3;02;01;CNPJ                ;00;10;21;000001560,00;000001560,00;000001560,00;000000572,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;521140;56112;55220;                9997;0;03;08;99;01;02;                  07;  55;  23;0;1;04;10;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001362,40;000000,96;5611203;                  02;03;     5,7;02;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;000000260,00;000001456,00;000001560,00;000001560,00;000001456,00;000000780,00;000000000,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;521140;56112;55220;                9997;0;04;07;99;00;01;                  07;  45;  25;0;1;04;05;330490;999999;10;2062;0;   0;04;9997;0000000000,00;000000,00;0000000676,00;000000,47;5611203;                  02;03;     0,6;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;000000260,00;000000676,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;513435;56112;55220;                9997;0;04;07;99;02;01;                  07;  45;  26;0;1;06;07;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001456,00;000001,03;5611203;                  02;03;     1,8;04;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;         n/d;         n/d;000001456,00;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;513435;56112;55220;                9997;0;03;07;99;02;01;                  07;  45;  19;0;1;01;03;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001542,67;000001,09;5611203;                  02;03;     2,9;02;01;CNPJ                ;00;60;21;000001560,00;000001560,00;000001508,00;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;521140;56112;55220;                9997;0;03;06;99;01;01;                  07;  44;  22;0;1;07;08;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001144,00;000000,81;5611203;                  02;03;     1,4;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001560,00;000000728,00;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;513435;56112;55220;                9997;0;03;06;99;02;01;                  07;  44;  22;0;1;10;10;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001560,00;000001,10;5611203;                  02;03;     1,0;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001560,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;513435;56112;55220;                9997;0;03;08;99;02;03;                  07;  55;  21;0;1;01;10;330190;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001487,20;000001,05;5611203;                  02;03;     9,5;02;01;CNPJ                ;00;10;21;000001560,00;000001560,00;000001560,00;000001560,00;000001560,00;000001560,00;000001560,00;000001560,00;000001560,00;000000832,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;89;513435;56112;55220;                9997;0;03;06;99;02;02;                  07;  44;  19;0;1;07;10;330490;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001469,00;000001,04;5611203;                  02;03;     3,7;02;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001456,00;000001560,00;000001560,00;000001300,00;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;513435;56112;55220;                9997;0;04;06;03;02;01;                  07;  44;  25;0;1;10;12;330490;999999;10;2062;0;   0;04;9997;0000001508,00;000001,06;0000001542,67;000001,09;5611203;                  02;03;     2,9;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001560,00;000001560,00;1198;0;0
                9997;                9997;                9997;99;99;99;11;513435;56112;55220;                9997;0;07;06;99;02;03;                  07;  44;  57;0;1;00;04;314000;999999;10;2062;0;   0;02;9997;0000000000,00;000000,00;0000001431,66;000001,01;5611203;                  02;02;     8,0;00;01;CNPJ                ;00;10;21;000001431,66;000001431,66;000001431,66;000000286,33;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;21;513435;56112;55220;                9997;0;03;06;99;00;01;                  07;  44;  19;0;1;11;12;314000;999999;10;2062;0;   0;08;9997;0000000000,00;000000,00;0000000663,43;000000,46;5611203;                  02;02;     0,7;02;01;CNPJ                ;00;60;21;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000663,43;1198;0;0
                9997;                9997;                9997;99;99;99;21;513435;56112;55220;                9997;0;03;06;99;01;02;                  07;  44;  19;0;1;06;10;314000;999999;10;2062;0;   0;04;9997;0000000000,00;000000,00;0000001076,37;000000,76;5611203;                  02;02;     3,6;02;01;CNPJ                ;00;10;21;         n/d;         n/d;         n/d;         n/d;         n/d;000000477,22;000001431,66;000001431,66;000001531,00;000000510,33;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;11;516120;96025;93025;                9997;0;05;06;99;02;05;                  07;  44;  36;0;1;00;12;330045;999999;10;2062;0;   0;09;9997;0000000000,00;000000,00;0000001608,23;000001,13;9602501;                  02;02;    27,3;00;01;CNPJ                ;00;10;21;000001995,27;000001496,45;000001496,45;000001496,45;000001515,42;000001515,42;000001515,42;000001515,42;000002020,56;000001515,42;000000252,57;1198;0;0
                9997;                9997;                9997;99;99;99;12;621005;01326;00999;                9997;0;03;06;99;01;01;                  07;  44;  18;0;0;09;10;261110;999999;10;9999;0;   0;08;9997;0000000000,00;000000,00;0000001092,78;000000,77;0132600;                  02;03;     1,5;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001063,33;000001122,23;         n/d;1198;0;0
                9997;                9997;                9997;99;99;99;12;621005;01326;00999;                9997;0;03;06;03;02;01;                  07;  44;  22;0;0;09;12;261110;999999;10;9999;0;   0;08;9997;0000001788,33;000001,26;0000001413,75;000001,00;0132600;                  02;03;     2,9;02;05;CAEPF               ;00;65;25;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000966,67;000001450,00;000001450,00;1198;0;0
                9997;                9997;                9997;99;99;99;12;411010;86909;85162;                9997;0;05;06;99;02;01;                  07;  44;  39;0;0;09;11;351620;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000001639,28;000001,16;8690903;                  02;01;     2,9;02;05;CAEPF               ;00;65;22;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000001604,71;000001656,56;000001656,56;1198;0;0
                9997;                9997;                9997;99;99;99;21;411025;69125;74110;                9997;0;03;06;99;00;01;                  07;  43;  22;0;0;09;10;353060;999999;10;9999;0;   0;02;9997;0000000000,00;000000,00;0000000637,34;000000,45;6912500;                  02;05;     0,9;02;05;CAEPF               ;00;15;19;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;         n/d;000000637,34;000000049,64;         n/d;1198;0;0
